код;;ПРАЙС 01.10.2020;Количество;Гарантия;"Рекомендуемая
 розничная
 цена";Цена!
3518;;Коврик для мыши Buro BU-GEL GEL Grey (серый с гелевой подставкой под запястье, нескользящая основа, материал - ткань/резина, для оптических и лазерных мышей, 225x190x2мм);;0;;1,12
;Контроллеры / Card reader;;;;;
69204;;SLI-мост для видеокарт ASUS  ROG-NVLINK-4 For Nvidia RTX 20 series;;3;;80
68407;;SLI-мост для видеокарт GIGABYTE AORUS NVLINK 4-Slot BRIDGE For Nvidia RTX 20 series OEM;;3;;100
50039;;Контроллер PCI-E USB3.0 4 Port VIA VL805 Bulk oem;;3;;11
60527;;Контроллер PCI-E WCH382 2xCOM RTL;;3;;11
22102;;Контроллер PCI-Ex1, USB3.0 STLab U-720 1 port-ext, 1 port-int RTL;;0;;11,5
70729;;Преобразователь Moxa UPort 1150I USB to RS-232/422/485;;0;;126
;Микрофон;;;;;
50354;;"Микрофон A4Tech MI-10 (конденсаторный, настольный/""гусиная шея"", направленность круговая, разъем 3.5 мм)";;6;;4,3
;Сетевой фильтр-удлинитель;;;;;
65951;;Сетевой фильтр PC 0,5м 6р, бел. 16А/3,5кВт, РФ;;3;;5
27228;;Сетевой фильтр-удлинитель Defender DFS 151 (Black) (1.8м) ( 6 розеток ) (99494);;12;;3,8
27229;;Сетевой фильтр-удлинитель Defender DFS 151 (White) (1.8м) ( 6 розеток ) (99489);;12;;3,5
27226;;Сетевой фильтр-удлинитель Defender DFS 153 (Black) (3м) ( 6 розеток ) (99495);;12;;4,2
27227;;Сетевой фильтр-удлинитель Defender DFS 153 (White) (3м) ( 6 розеток ) (99490);;12;;4,2
27224;;Сетевой фильтр-удлинитель Defender DFS 155 (Black) (5м) ( 6 розеток ) (99496);;12;;4,55
27225;;Сетевой фильтр-удлинитель Defender DFS 155 (White) (5м) ( 6 розеток ) (99493);;12;;4,85
57987;;Сетевой фильтр-удлинитель Defender DFS 751 (1.8м) (5 розеток, 2xUSB) (99751);;6;;5,9
57986;;Сетевой фильтр-удлинитель Defender DFS 753 (3м) (5 розеток, 2xUSB) (99753);;6;;6,2
57985;;Сетевой фильтр-удлинитель Defender DFS 755 (5м) (5 розеток, 2xUSB) (99755);;12;;6,9
8073;;Сетевой фильтр-удлинитель Defender ES 1.8W m 5 розеток (белый) (99481) (сетевой фильтр, 1.8 м, 5 розеток евро с заземлением);;12;;2,8
8074;;Сетевой фильтр-удлинитель Defender ES 3 (3m 5 розеток (белый) (99482)(сетевой фильтр, 3 м, 5 розеток евро с заземлением);;12;;3,5
220;;Сетевой фильтр-удлинитель Defender ES 3 (3м 5р.-евро Black (99485) (сетевой фильтр, 3 м, 5 розеток евро с заземлением);;12;;3,5
8075;;Сетевой фильтр-удлинитель Defender ES 5 (5m, 5розеток (белый) (99483)(сетевой фильтр, 5 м, 5 розеток евро с заземлением);;12;;3,8
57990;;Сетевой фильтр-удлинитель Defender ES largo (1.8м) (5 розеток)(черный)(99497) (сетевой фильтр, 1.8 м, 5 розеток евро с заземлением / 2200 Вт);;12;;2,7
4286;;Сетевой фильтр-удлинитель Gembird 5.0м SPG6-B-15 Grey 6 розеток;;3;;3,6
;Фотобумага/Плёнка для печати;;;;;
28882;;Бумага LOMOND 0102142 (A4, 50 листов, 170 г/м2) бумага глянцевая односторонняя;;0;;5
;Чистящие средства;;;;;
69064;;Очищающий комплекс для экранов DEFENDER CLN 30598 Optima 200мл+микрофибра (30598);;0;;1,65
69063;;Салфетки для экранов Defender CLN 30202 Optima 20 шт,пакет с подвесом (30202);;0;;0,8
10471;;Салфетки для экранов Defender CLN 30322  100 шт,туба (размер салфетки 12.5 х 13 см) (30322);;0;;1,1
69062;;Салфетки для экранов и поверхностей Defender CLN 30200 Optima 20 шт,пакет с подвесом (30320);;0;;0,6
;Телефонная техника;;;;;
;01 - АТС Максиком;;;;;
;01 - Серия МР11/35 (до 35-ти портов);;;;;
44370;;Базовый комплект Максиком МР11 (2х6) (BK206U) USB;;12;;152,15
44195;;Базовый комплект Максиком МР35 (2х8) (BK208U) USB;;12;;156,4
44197;;Базовый комплект Максиком МР35 (3х13) (BK313U) USB;;12;;215,05
44196;;Базовый комплект Максиком МР35 (3х9) (BK309U) USB;;12;;196,35
44198;;Базовый комплект Максиком МР35 (4х10) (BK410U) USB;;12;;224,4
44199;;Базовый комплект Максиком МР35 (4х13) (BK413U) USB;;12;;246,5
44200;;Комплект расширения Максиком МР35 (1x7) (SA107);;12;;115,6
44201;;Комплект расширения Максиком МР35 (2x6) (SA206);;12;;145,35
44202;;Комплект расширения Максиком МР35 (4x12) (SA412);;12;;242,25
44203;;Комплект связи Максиком MP11/35 USB OFU35;;0;;34
;02 - Серия MP48/80 (до 80-ти портов);;;;;
44205;;Базовый блок Максиком MP48P (B48P), 6 платомест;;12;;190,4
44206;;Базовый блок Максиком MP80P (B80P), 8 платомест;;12;;433,5
44210;;Комплект расширения Максиком МР48/80 (0x0x4) (AP04P) для подключения до 4-х системных телефонов;;12;;31,45
44208;;Комплект расширения Максиком МР48/80 (1x7) (SA17P);;12;;69,7
44207;;Комплект расширения Максиком МР48/80 (2x6) (SA26P);;12;;73,1
44211;;Комплект связи с РС (OFU) USB;;0;;34
;04 - Системные телефоны для АТС Максиком;;;;;
44214;;Системный телефон Максиком (STA30W) 30 прогр. кн., 3-х стр. дисплей, светло-серый;;12;;116,84
;04 - Системы записи разговоров;;;;;
50019;;Устройство записи SpRecord A1, запись на ПК, 1-канал, USB;;3;;75
;Серверное оборудование;;;;;
;00 - Сервер;;;;;
64506;;"Сервер HPE ProLiant MicroServer Gen10 1xX3216 1x8Gb x4 3.5"" SATA 1G 2P 1x200W 2xDisplayPort (873830-421)";;36;;399
;01 - Корпус серверный;;;;;
63750;;Корпус серверный 1U Chenbro RM13604T3-G-R;;0;;160
66062;;Корпус серверный 2U Chenbro RM23808H0214512, w/o Rail;;12;;430
65873;;Корпус серверный 2U Chenbro RM23812E3RP8 12-Bay, 12G SAS-HD Exp, RPSU 800W <1+1>, w/o Rail;;12;;740
65986;;Корпус серверный 2U Chenbro RM23812H0214511 12-Bay, 12G SAS-HD Exp, PSU 700W, w/o Rail;;12;;560
19293;;Корпус серверный 2U SuperMicro CSE-825TQ-R720LPB Black 8xHotSwap SAS / SATA, E-ATX 720W;;0;;610
67619;;Корпус серверный Chenbro SR10769-C8+ (SR10769H0914584) E-ATX, 8x HDD, 2x SAS-HD, w/o PSU;;12;;139
65070;;Корпус серверный SuperMicro CSE-732I-R500B Black E-ATX 500W (24+8+2х4+6+6/8пин);;0;;420
;02 - Блок питания серверный;;;;;
69645;;БП 1U Chenbro YH-8651BA11R (32H2065002202) <1+1>, 650W RPSU;;24;;470
67331;;БП 1U SeaSonic SS-350M1U Gold 350W OEM;;12;;110
67330;;БП 1U SeaSonic SS-460H1U 80+ (11U468F6A1B22W), 460W OEM;;12;;85
43722;;БП 2U 3Y YH5681-1HB03R <1+1>, 680W  OEM;;24;;415
40110;;БП 2U Chenbro R2IS7651A-G 80+ Gold (32H2065001101) <1+1 >, 650W, OEM;;24;;410
65067;;БП 2U Chenbro R2IS7871A-G 80+ Gold (32H2087501101) <1+1 >, 875W, OEM;;24;;460
62346;;БП 4U EMACS MRT-6320PRO, MiniRedundant,  320W <1+1>;;12;;190
68008;;БП FSP 250W YH5401-1RA13R (YH5401-1RAR2A0D);;12;;380
66638;;БП FSP 300W FSP300-70PFL (24+4пин);;12;;55
10786;;БП SeaSonic 350W SS-350ES (ATX 2.2, 24+8-pin, 1x6-pin, 4xSATA, 1xFDD, 4xMolex, 80mm, 80+ Bronze, APFC) OEM;;12;;46
16591;;БП SeaSonic 600W (SS-600ES) (ATX2.31, 24+8-pin, 2x6/8-pin, 6xSATA, 1xFDD, 6xMolex, 80mm, 80+ Bronze, APFC) OEM;;12;;84,5
62342;;Брэкет C2W Chenbro (60H141103-032);;0;;20
67406;;Брэкет SR107 RPSU Chenbro (84H210710-103);;0;;15
;03 - Корзины для серверных корпусов;;;;;
43178;;"Корзина HotSwap AIC XC-12G-SA10, 5.25 to 2x 2.5""";;0;;84
62341;;"Корзина HotSwap AIC XC-28C-SA1S, 8x 2.5"", 4SATA, FSS8087-4SATA CBL";;0;;160
69162;;"Корзина HotSwap Chenbro RM237 (384-23701-3116A0) 2x 2.5"" Tray                                                                                      
";;0;;38
67540;;"Корзина HotSwap Chenbro SR/RM (SK31101H04) 5.25 to 1x 3.5""";;0;;28
62345;;"Корзина HotSwap Chenbro SR/RM (SK51102T2)  Slim ODD to 1x 2.5""";;0;;40
62344;;"Корзина HotSwap Chenbro SR105/SR209 (84H220910-049) 6x 2.5"", 2x MiniSAS";;0;;90
58357;;"Корзина non-HotSwap Chenbro EXT 5.25"" to INT 3.5"" (SK41101H-001)";;0;;6,5
69646;;"Корзина non-HotSwap Chenbro INT 3.5"" to INT 2x 2.5"" (SK41203H01*11225)";;0;;9
62053;;"Отсек для установки 2х HDD 2,5"" SuperMicro (MCP-220-84603-0N)";;0;;9
24110;;"Салазки HotSwap HDD 2.5"" в отсек 3.5"" SuperMicro (MCP-220-00043-0N)";;0;;12,8
;04 - Мат. платы серверные;;;;;
;AMD EPYC;;;;;
68417;;MB SuperMicro H11SSL-I Socket SP3 AMD EPYC™(AMD Rome), 2xGbLAN, SATA RAID, 8xDDR4 (1TB Registered ECC DDR4),16xSATA, M.2, ATX;;12;;380
;iKVM / IPMI;;;;;
20133;;Модуль управления и мониторинга системы ASUS ASMB7-iKVM;;12;;34
;LGA 1151;;;;;
33544;;MB ASUS P10S-X LGA1151 (C232) PCI-E+SVGA+2xGbLAN SATA RAID ATX 4DDR-4 RTL;;24;;169,6
;LGA 2011-3;;;;;
55483;;MB SuperMicro X10DRL-C-O Dual LGA2011-3 C612 8xDIMMs DDR4 LR/RDIMM2400, 10xSATA3 6G, 8xSAS3(LSI3108) 2GB NV HW RAID 0,1,5,6,10,50,60, 2xSATA-DOM, 2x1GbE i350, IPMI2.0+IP-KVM, 3xPCIe3.0 slots, ATX 12x10 (RTL);;24;;610
18273;;MB SuperMicro X10SRL-F-O LGA2011-3 C612 2xPCI-E 2xGbLAN SATA RAID ATX 8DDR4 (RTL);;24;;335
;LGA 2066;;;;;
64419;;MB SuperMicro X11SRM-F-O Soc-2066 iC422 microATX 4xDDR4 8xSATA3 SATA RAID 0,1,5,10 i210AT 2хGbE;;0;;305
;LGA 3647;;;;;
65315;;MB SuperMicro X11DPL-I-O Soc-3647 iC621 ATX 8xDDR4 10xSATA3 SATA RAID 88E1512 PH RTL;;24;;480
65235;;"Заглушка SuperMicro MCP-260-00063-1N для MBD-X11SAE-F
";;0;;2,5
;05 - Процессоры серверные;;;;;
;AMD EPYC;;;;;
70062;;Процессор AMD EPYC 7000 Series 8C/16T Model 7261 oem;;12;;480
70209;;Процессор AMD EPYC 7002 Series 24C/48T Model 7402P (2.8/3.35GHz Max Boost,128MB, 180W, SP3) (100-000000048) oem;;24;;1470
;LGA 1151;;;;;
56258;;Процессор BOX Socket-1151 Intel Xeon E3-1220 V6 3.0 GHz;;36;;221
69034;;Процессор BOX Socket-1151 Intel Xeon E3-1225 V6 4C/4T 3.3GHz/3.7GHz 8MB 73W Intel UHD 630;;12;;255
;LGA 1151 v2;;;;;
69035;;Процессор BOX Socket-1151 v2 Intel Xeon E-2224G 4C/4T 3.5GHz/4.7GHz 8MB 71W Intel UHD 630;;12;;260
69033;;Процессор BOX Socket-1151 v2 Intel Xeon E-2236 6C/12T 3.4GHz/4.8GHz 12MB 80W ;;12;;334
66685;;Процессор Socket-1151 v2 Intel Xeon E-2124  4C/4T 3.3/4.3GHz 8MB 71W  oem;;12;;230
65806;;Процессор Socket-1151 v2 Intel Xeon E-2136 6C/12T 3.3/4.5GHz 12MB 80W oem;;12;;346
;LGA 3647;;;;;
68523;;Процессор BOX Socket-3647 Intel Xeon Silver 4214 (LGA3647 12/24Core 2.2/3.2GHz 16.5 MB L3 85W) (без кулера);;12;;845
65444;;Процессор Socket-3647 Intel Xeon Gold 5120 14/28Core 2.2/3.2GHz 19.25 MB L3;;12;;1346
65441;;Процессор Socket-3647 Intel Xeon Silver 4112 4/8Core 2.6/3.0GHz 8.25 MB L3;;12;;480
;06 - Охлаждение для серверов;;;;;
21496;;Кулер S-2011 SNK-P0048AP4 2U (4пин, 2011/2011 Narrow, 52 дБ, 8400 об/мин, Cu+Al+тепловые трубки);;3;;35,1
65051;;Кулер S-3647 SNK-P0068APS4 2U(+) Active CPU Heat Sink (Narrow ILM);;3;;39
70063;;Кулер S-4094 SNK-P0062P 1U Passive CPU Heat Sink for AMD Socket SP3 Processors;;3;;37
21501;;Радиатор S-1150 SNK-P0046P 1U Passive, Al+тепловые трубки;;12;;24,8
21421;;Радиатор S-1366 Intel STS100P 1U Passive, Cu+Al;;0;;22
19571;;Радиатор S-2011 SNK-P0048PS 2U Passive, Narrow, Cu+Al;;3;;23
;07 - Жесткие диски;;;;;
;SAS 12G;;;;;
63328;;"HDD 3.5"" SAS 12Gb/s HGST 4Tb Ultrastar 7K6 HUS726T4TAL5204 0B36048 256Mb";;24;;161
63557;;"HDD 3.5"" SAS 12Gb/s HGST 8Tb Ultrastar He8 7K2 128Mb (HUH728080AL4200) вскрытая упаковка";;24;;231
71020;;"HDD 3.5"" SAS 12Gb/s WD 18Tb 0F38353 WUH721818AL5204 Ultrastar DC HC550 (7200rpm) 512Mb 3.5";;24;;485
70346;;"HDD 3.5"" SAS 12Gb/s Western Digital DC HC310 (HUS726T6TAL5204) 0B36047 7200rpm 256Mb";;24;;198
;SATA 6G;;;;;
47810;;"HDD 3.5"" SATA-III HGST 1Tb Ultrastar 7K2 HUS722T1TALA604 7200rpm 128Mb";;24;;78
51687;;"HDD 3.5"" SATA-III Seagate 1Tb Enterprise Capacity ST1000NM0008 7200rpm 128Mb";;24;;81
60698;;"HDD 3.5"" SATA-III Toshiba 4Tb (MG04ACA400E) 7200rpm 128Mb";;24;;127
67162;;"HDD 3.5"" SATA-III WD 4Tb Gold (WD4003FRYZ) 7200RPM 128Mb";;24;;170
65575;;"HDD 3.5"" SATA-III WD 4Tb Ultrastar DC HC310 (7K6) HUS726T4TALE6L4 ";;24;;149
67465;;"HDD 3.5"" SATA-III WD 6Tb Gold (WD6003FRYZ) 7200rpm 128Mb";;24;;203
63737;;"HDD 3.5"" SATA-III WD 6Tb Ultrastar 7K6 HUS726T6TALE6L4 7200rpm 256Mb";;24;;179
68269;;"HDD 3.5"" SATA-III WD 8Tb Gold (WD8004FRYZ) 7200rpm 256Mb";;24;;267,5
64598;;"HDD 3.5"" SATA-III WD 8Tb Ultrastar DC HC320 0B36404  (HUS728T8TALE6L4) 7200rpm 256Mb";;24;;227,4
;08 - SSD Серверные;;;;;
63702;;"SSD 2.5"" SATA-III Intel 1.92Tb D3-S4510 Series (SSDSC2KB019T801)
";;24;;453
63219;;"SSD 2.5"" SATA-III Intel 1.92Tb D3-S4610 Series (SSDSC2KG019T801)
";;24;;495
61566;;"SSD 2.5"" SATA-III Intel 128Gb DC S3110 Series (SSDSC2KI128G801)";;24;;42
62737;;"SSD 2.5"" SATA-III Intel 240Gb D3-S4510 Series (SSDSC2KB240G801) ";;24;;105
62792;;"SSD 2.5"" SATA-III Intel 240Gb D3-S4610 Series (SSDSC2KG240G801)";;24;;110
68012;;"SSD 2.5"" SATA-III Intel 3.84Tb D3-S4510 Series (SSDSC2KB038T801)";;24;;940
63874;;"SSD 2.5"" SATA-III Intel 480Gb D3-S4610 Series (SSDSC2KG480G801)";;24;;160
67790;;"SSD 2.5"" SATA-III Intel 512Gb DC S3110 Series (SSDSC2KI512G801)";;24;;101
64551;;"SSD 2.5"" SATA-III Intel 960Gb D3-S4510 Series (SSDSC2KB960G801) ";;24;;215
61551;;"SSD 2.5"" SATA-III SanDisk 400Gb CloudSpeed II Ultra (SDLF1DAM-400G-1JA2) RTL";;24;;120
62259;;SSD M.2 2280 B&M Intel 128Gb DC S3110 Series (SSDSCKKI128G801);;24;;30
;09 - Серверная память;;;;;
;DDR3 Rd;;;;;
68342;;DDR III ECC 16Gb PC-10600 1600MHz Samsung m393b2k70dm0-yh9 /Cisco FTX1618LVR Registered (Из сервера);;3;;73
;DDR4 Rd;;;;;
49158;;DDR IV ECC 16Gb PC-19200 2400MHz Crucial (CT16G4RFD824A) Registered;;0;;90
67724;;DDR IV ECC 16Gb PC-19200 2400MHz Kingston (KSM24RD8/16MEI) Reg;;24;;98
53217;;DDR IV ECC 16Gb PC-19200 2400MHz Samsung (M393A2G40EB1-CRC) Reg 1.2V 288pin;;0;;90
70711;;DDR IV ECC 16Gb PC-21300 2400MHz GOODRAM W-MEM2400E4D816G Registered ;;0;;70
67772;;DDR IV ECC 16Gb PC-21300 2666MHz Kingston (KSM26RD8/16MEI) CL19 Registered ;;24;;98
67998;;DDR IV ECC 32Gb PC-23400 2933MHz Kingston (KSM29RD4/32MEI) Registered CL21;;24;;180
67999;;DDR IV ECC 32Gb PC-25600 3200MHz Kingston (KSM32RD4/32MEI) Registered CL22;;24;;180
43030;;DDR IV ECC 4Gb PC-19200 2400MHz Kingston (KVR24R17S8/4) CL17 Registered;;24;;46
68396;;DDR IV ECC 8Gb PC-19200 2400MHz Kingston (KSM24RS8/8MEI) Reg;;24;;55
68219;;DDR IV ECC 8Gb PC-21300 2666MHz Kingston (KSM26RS8/8MEI) REG CL19;;24;;55
;DDR4 Ud;;;;;
44539;;DDR IV ECC 16Gb PC-19200 2400MHz Crucial (CT16G4WFD824A) CL17;;24;;94
64280;;DDR IV ECC 16Gb PC-19200 2400MHz Kingston (KSM24ED8/16ME) CL17;;24;;98
64566;;DDR IV ECC 16Gb PC-21300 2666MHz Kingston (KSM26ED8/16ME) CL19;;24;;96
64563;;DDR IV ECC 8Gb PC-19200 2400MHz Kingston (KSM24ES8/8ME) CL17;;24;;50
64564;;DDR IV ECC 8Gb PC-21300 2666MHz Kingston (KSM26ES8/8ME) CL19;;24;;55
69547;;DDR IV ECC 8Gb PC4-2400T U HPE (862974-B21) CL17;;12;;44
;10 - Контроллеры серверные;;;;;
61863;;Батарея резервного сохранения данных Supermicro BTR-TFM8G-LSICVM02 CacheVault для LSI 3108;;0;;300
66279;;Контроллер HOST LSI SAS 9300-8I SGL 12Gb/s HBA 8i-ports (LSI00344);;24;;256
8209;;Контроллер RAID LSI MegaRAID SAS 9260-8i (LSI00198) 512Mb PCI-E, 8-port 6Gb/s, SAS/SATA RAID Adapter, SGL, RTL;;24;;225
69742;;Сетевой серверный контроллер LR-LINK LREC9201CT, Intel 82574, 1x 1GbE RJ45, PCI-e;;12;;28
68510;;Сетевой серверный контроллер LR-LINK LREC9714HT, Intel I350, 4x 1GbE RJ45, PCI-e;;12;;140
55484;;Сетевой серверный контроллер Supermicro AOC-CTG-I2T MicroLP 2-port 10Gbase-T controller, Intel X540;;24;;232
;11 - Кабели, аксессуары для серверов;;;;;
50732;;Raiser Chenbro PCI-E 16X for RM136 & RM13704e10,W/ANTI-STATIC BAG,FOR SHORT BRACKET (80H09313702A0);;0;;14
40455;;Заглушка портов сервера 1U Chenbro 84H313210-015;;0;;5
18234;;Кабель SFF-8087 - 4xSATA Supermicro (CBL-0237L) 0.7м;;0;;13,5
40470;;Кабель SFF-8087 - 4xSATA SuperMicro (CBL-0343L-01) 76/66/54/45 см;;0;;16
62294;;Кабель SFF-8087 - SFF-8087 Chenbro (26H11321528B0) 0.35м;;0;;22
